Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Liberia,LBR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.38,6.314,6.248,6.182,6.116,6.05,5.914,5.778,5.642,5.506,5.37,5.436,5.502,5.568,5.634,5.7,5.84,5.98,6.12,..
Liberia,LBR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,16.3,15.76,15.22,14.68,14.14,13.6,13.18,12.76,12.34,11.92,11.5,11.12,10.74,10.36,9.98,9.6,9.2,8.8,8.4,8.4
Libya,LBY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.064,0.0678,0.0716,0.0754,0.0792,0.083,0.086,0.089,0.092,0.095,0.098,0.0842,0.0704,0.0566,0.0428,0.029,0.025666667,0.022333333,0.019,..
Libya,LBY,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Lithuania,LTU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,13.36,13.908,14.456,15.004,15.552,16.1,15.93,15.76,15.59,15.42,15.25,15.276,15.302,15.328,15.354,15.38,14.66,13.94,13.22,..
Lithuania,LTU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,41.4,40.9,40.4,39.9,39.4,38.9,38.4,37.9,37.4,36.9,36.4,35.92,35.44,34.96,34.48,34,33.43333333,32.86666667,32.3,32.3
Luxembourg,LUX,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.32,14.172,14.024,13.876,13.728,13.58,13.46,13.34,13.22,13.1,12.98,13.02,13.06,13.1,13.14,13.18,13.1,13.02,12.94,..
Luxembourg,LUX,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,31,30.44,29.88,29.32,28.76,28.2,27.68,27.16,26.64,26.12,25.6,25.12,24.64,24.16,23.68,23.2,22.66666667,22.13333333,21.6,21.6
Madagascar,MDG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.11,1.994,1.878,1.762,1.646,1.53,1.598,1.666,1.734,1.802,1.87,1.872,1.874,1.876,1.878,1.88,1.91,1.94,1.97,..
Madagascar,MDG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,46.7,45.5,44.3,43.1,41.9,40.7,39.64,38.58,37.52,36.46,35.4,34.58,33.76,32.94,32.12,31.3,30.33333333,29.36666667,28.4,28.4
Malawi,MWI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.42,2.51,2.6,2.69,2.78,2.87,2.938,3.006,3.074,3.142,3.21,3.292,3.374,3.456,3.538,3.62,3.623333333,3.626666667,3.63,..
Malawi,MWI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24.1,23.18,22.26,21.34,20.42,19.5,18.8,18.1,17.4,16.7,16,15.42,14.84,14.26,13.68,13.1,12.5,11.9,11.3,11.3
Malaysia,MYS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.53,1.48,1.43,1.38,1.33,1.28,1.288,1.296,1.304,1.312,1.32,1.226,1.132,1.038,0.944,0.85,0.85,0.85,0.85,..
Malaysia,MYS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,29.5,29.1,28.7,28.3,27.9,27.5,27.12,26.74,26.36,25.98,25.6,25.26,24.92,24.58,24.24,23.9,23.53333333,23.16666667,22.8,22.8
Maldives,MDV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.04,1.936,1.832,1.728,1.624,1.52,1.546,1.572,1.598,1.624,1.65,1.734,1.818,1.902,1.986,2.07,2.12,2.17,2.22,..
Maldives,MDV,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,38.3,37.46,36.62,35.78,34.94,34.1,33.4,32.7,32,31.3,30.6,30,29.4,28.8,28.2,27.6,27.03333333,26.46666667,25.9,25.9
Mali,MLI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.15,1.13,1.11,1.09,1.07,1.05,1.058,1.066,1.074,1.082,1.09,1.122,1.154,1.186,1.218,1.25,1.26,1.27,1.28,..
Mali,MLI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,16.3,15.8,15.3,14.8,14.3,13.8,13.36,12.92,12.48,12.04,11.6,11.26,10.92,10.58,10.24,9.9,9.466666667,9.033333333,8.6,8.6
Malta,MLT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.72,5.906,6.092,6.278,6.464,6.65,6.636,6.622,6.608,6.594,6.58,6.776,6.972,7.168,7.364,7.56,7.703333333,7.846666667,7.99,..
Malta,MLT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.3,33.72,33.14,32.56,31.98,31.4,30.84,30.28,29.72,29.16,28.6,28.14,27.68,27.22,26.76,26.3,25.7,25.1,24.5,24.5
Mauritania,MRT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.2,0.186,0.172,0.158,0.144,0.13,0.1212,0.1124,0.1036,0.0948,0.086,0.0754,0.0648,0.0542,0.0436,0.033,0.034,0.035,0.036,..
Mauritania,MRT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,21.3,20.62,19.94,19.26,18.58,17.9,17.34,16.78,16.22,15.66,15.1,14.6,14.1,13.6,13.1,12.6,12.1,11.6,11.1,11.1
Mauritius,MUS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.49,5.392,5.294,5.196,5.098,5,4.762,4.524,4.286,4.048,3.81,3.836,3.862,3.888,3.914,3.94,4.076666667,4.213333333,4.35,..
Mauritius,MUS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,25.5,25.22,24.94,24.66,24.38,24.1,23.82,23.54,23.26,22.98,22.7,22.44,22.18,21.92,21.66,21.4,21.1,20.8,20.5,20.5
Mexico,MEX,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.43,6.44,6.45,6.46,6.47,6.48,6.226,5.972,5.718,5.464,5.21,5.152,5.094,5.036,4.978,4.92,4.946666667,4.973333333,5,..
Mexico,MEX,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24,23.32,22.64,21.96,21.28,20.6,20.02,19.44,18.86,18.28,17.7,17.2,16.7,16.2,15.7,15.2,14.6,14,13.4,13.4
"Micronesia, Fed. Sts.",FSM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.86,3.644,3.428,3.212,2.996,2.78,2.794,2.808,2.822,2.836,2.85,2.768,2.686,2.604,2.522,2.44,2.453333333,2.466666667,2.48,..
"Micronesia, Fed. Sts.",FSM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Moldova,MDA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,13.89,15.102,16.314,17.526,18.738,19.95,19.068,18.186,17.304,16.422,15.54,14.806,14.072,13.338,12.604,11.87,11.72333333,11.57666667,11.43,..
Moldova,MDA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,25.3,25.44,25.58,25.72,25.86,26,26.18,26.36,26.54,26.72,26.9,27.1,27.3,27.5,27.7,27.9,28.16666667,28.43333333,28.7,28.7
Mongolia,MNG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.11,3.544,3.978,4.412,4.846,5.28,6.154,7.028,7.902,8.776,9.65,9.914,10.178,10.442,10.706,10.97,10.04333333,9.116666667,8.19,..
Mongolia,MNG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.1,33.86,33.62,33.38,33.14,32.9,32.64,32.38,32.12,31.86,31.6,31.4,31.2,31,30.8,30.6,30.26666667,29.93333333,29.6,29.6
Montenegro,MNE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,15.07,14.24,13.41,12.58,11.75,10.92,11.10333333,11.28666667,11.47,..
Montenegro,MNE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,38.7,38.3,37.9,37.5,37.1,36.7,36.34,35.98,35.62,35.26,34.9,34.54,34.18,33.82,33.46,33.1,32.66666667,32.23333333,31.8,31.8
Morocco,MAR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.01,1,0.99,0.98,0.97,0.96,0.948,0.936,0.924,0.912,0.9,0.86,0.82,0.78,0.74,0.7,0.696666667,0.693333333,0.69,..
Morocco,MAR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,22.5,22.02,21.54,21.06,20.58,20.1,19.7,19.3,18.9,18.5,18.1,17.72,17.34,16.96,16.58,16.2,15.76666667,15.33333333,14.9,14.9
Mozambique,MOZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.33,2.124,1.918,1.712,1.506,1.3,1.366,1.432,1.498,1.564,1.63,1.742,1.854,1.966,2.078,2.19,2.226666667,2.263333333,2.3,..
Mozambique,MOZ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,29.4,28.42,27.44,26.46,25.48,24.5,23.7,22.9,22.1,21.3,20.5,19.8,19.1,18.4,17.7,17,16.26666667,15.53333333,14.8,14.8
Myanmar,MMR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.38,0.634,0.888,1.142,1.396,1.65,1.9,2.15,2.4,2.65,2.9,3.202,3.504,3.806,4.108,4.41,4.646666667,4.883333333,5.12,..
Myanmar,MMR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,66.9,65.64,64.38,63.12,61.86,60.6,59.4,58.2,57,55.8,54.6,53.44,52.28,51.12,49.96,48.8,47.56666667,46.33333333,45.1,45.1
Namibia,NAM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.26,3.148,3.036,2.924,2.812,2.7,2.558,2.416,2.274,2.132,1.99,2.638,3.286,3.934,4.582,5.23,5.296666667,5.363333333,5.43,..
Namibia,NAM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,25.6,24.94,24.28,23.62,22.96,22.3,21.74,21.18,20.62,20.06,19.5,19.02,18.54,18.06,17.58,17.1,16.56666667,16.03333333,15.5,15.5
Nepal,NPL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.12,1.286,1.452,1.618,1.784,1.95,1.948,1.946,1.944,1.942,1.94,1.962,1.984,2.006,2.028,2.05,2.05,2.05,2.05,..
Nepal,NPL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,64.5,62.3,60.1,57.9,55.7,53.5,51.52,49.54,47.56,45.58,43.6,42.08,40.56,39.04,37.52,36,34.5,33,31.5,31.5
Netherlands,NLD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.08,11.006,10.932,10.858,10.784,10.71,10.61,10.51,10.41,10.31,10.21,10.078,9.946,9.814,9.682,9.55,9.57,9.59,9.61,..
Netherlands,NLD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.3,33.56,32.82,32.08,31.34,30.6,29.98,29.36,28.74,28.12,27.5,26.92,26.34,25.76,25.18,24.6,23.93333333,23.26666667,22.6,22.6
New Caledonia,NCL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
New Caledonia,NCL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
New Zealand,NZL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.42,10.52,10.62,10.72,10.82,10.92,11,11.08,11.16,11.24,11.32,11.144,10.968,10.792,10.616,10.44,10.50333333,10.56666667,10.63,..
New Zealand,NZL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,29.6,28.54,27.48,26.42,25.36,24.3,23.46,22.62,21.78,20.94,20.1,19.38,18.66,17.94,17.22,16.5,15.73333333,14.96666667,14.2,14.2
Nicaragua,NIC,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.05,5.1,5.15,5.2,5.25,5.3,5.198,5.096,4.994,4.892,4.79,4.838,4.886,4.934,4.982,5.03,5.08,5.13,5.18,..
Nicaragua,NIC,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Niger,NER,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.23,0.234,0.238,0.242,0.246,0.25,0.262,0.274,0.286,0.298,0.31,0.358,0.406,0.454,0.502,0.55,0.59,0.63,0.67,..
Niger,NER,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,9.7,9.56,9.42,9.28,9.14,9,8.88,8.76,8.64,8.52,8.4,8.3,8.2,8.1,8,7.9,7.8,7.7,7.6,7.6
Nigeria,NGA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.5,12.502,12.504,12.506,12.508,12.51,12.352,12.194,12.036,11.878,11.72,11.538,11.356,11.174,10.992,10.81,10.82,10.83,10.84,..
Nigeria,NGA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,9.3,8.92,8.54,8.16,7.78,7.4,7.1,6.8,6.5,6.2,5.9,5.66,5.42,5.18,4.94,4.7,4.433333333,4.166666667,3.9,3.9
North Macedonia,MKD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.31,7.254,7.198,7.142,7.086,7.03,6.81,6.59,6.37,6.15,5.93,5.93,5.93,5.93,5.93,5.93,6.006666667,6.083333333,6.16,..
North Macedonia,MKD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Northern Mariana Islands,MNP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Northern Mariana Islands,MNP,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Norway,NOR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.95,8.134,8.318,8.502,8.686,8.87,8.884,8.898,8.912,8.926,8.94,8.656,8.372,8.088,7.804,7.52,7.483333333,7.446666667,7.41,..
Norway,NOR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,44,42.06,40.12,38.18,36.24,34.3,32.78,31.26,29.74,28.22,26.7,25.5,24.3,23.1,21.9,20.7,19.5,18.3,17.1,17.1
Oman,OMN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.56,5.56,4.56,3.56,2.56,1.56,1.394,1.228,1.062,0.896,0.73,0.738,0.746,0.754,0.762,0.77,0.773333333,0.776666667,0.78,..
Oman,OMN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,7.6,7.62,7.64,7.66,7.68,7.7,7.7,7.7,7.7,7.7,7.7,7.72,7.74,7.76,7.78,7.8,7.833333333,7.866666667,7.9,7.9
Pakistan,PAK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.085,0.1,0.115,0.13,0.145,0.16,0.166,0.172,0.178,0.184,0.19,0.21,0.23,0.25,0.27,0.29,0.306666667,0.323333333,0.34,..
Pakistan,PAK,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,37.5,36.38,35.26,34.14,33.02,31.9,31,30.1,29.2,28.3,27.4,26.64,25.88,25.12,24.36,23.6,22.66666667,21.73333333,20.8,20.8
Panama,PAN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.48,5.482,5.484,5.486,5.488,5.49,5.76,6.03,6.3,6.57,6.84,7.014,7.188,7.362,7.536,7.71,7.8,7.89,7.98,..
Panama,PAN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,13.4,12.82,12.24,11.66,11.08,10.5,10.04,9.58,9.12,8.66,8.2,7.84,7.48,7.12,6.76,6.4,6.033333333,5.666666667,5.3,5.3
Papua New Guinea,PNG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.79,1.752,1.714,1.676,1.638,1.6,1.614,1.628,1.642,1.656,1.67,1.614,1.558,1.502,1.446,1.39,1.39,1.39,1.39,..
Papua New Guinea,PNG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,54.1,53.22,52.34,51.46,50.58,49.7,48.94,48.18,47.42,46.66,45.9,45.22,44.54,43.86,43.18,42.5,41.63333333,40.76666667,39.9,39.9
Paraguay,PRY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.38,6.436,6.492,6.548,6.604,6.66,6.844,7.028,7.212,7.396,7.58,7.516,7.452,7.388,7.324,7.26,7.366666667,7.473333333,7.58,..
Paraguay,PRY,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,29.1,27.88,26.66,25.44,24.22,23,22.04,21.08,20.12,19.16,18.2,17.46,16.72,15.98,15.24,14.5,13.7,12.9,12.1,12.1
Peru,PER,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.54,6.63,6.72,6.81,6.9,6.99,7.13,7.27,7.41,7.55,7.69,7.478,7.266,7.054,6.842,6.63,6.546666667,6.463333333,6.38,..
Peru,PER,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32.9,30.94,28.98,27.02,25.06,23.1,21.74,20.38,19.02,17.66,16.3,15.34,14.38,13.42,12.46,11.5,10.56666667,9.633333333,8.7,8.7
Philippines,PHL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.06,5.982,5.904,5.826,5.748,5.67,5.932,6.194,6.456,6.718,6.98,6.924,6.868,6.812,6.756,6.7,6.753333333,6.806666667,6.86,..
Philippines,PHL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.9,34.24,33.58,32.92,32.26,31.6,30.94,30.28,29.62,28.96,28.3,27.72,27.14,26.56,25.98,25.4,24.73333333,24.06666667,23.4,23.4
Poland,POL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.17,9.456,9.742,10.028,10.314,10.6,10.722,10.844,10.966,11.088,11.21,11.294,11.378,11.462,11.546,11.63,11.65666667,11.68333333,11.71,..
Poland,POL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,39.6,38.68,37.76,36.84,35.92,35,34.16,33.32,32.48,31.64,30.8,30.08,29.36,28.64,27.92,27.2,26.36666667,25.53333333,24.7,24.7
Portugal,PRT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.08,13.938,13.796,13.654,13.512,13.37,13.198,13.026,12.854,12.682,12.51,12.384,12.258,12.132,12.006,11.88,11.93,11.98,12.03,..
Portugal,PRT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,25.7,25.62,25.54,25.46,25.38,25.3,25.3,25.3,25.3,25.3,25.3,25.28,25.26,25.24,25.22,25.2,25.23333333,25.26666667,25.3,25.3
Puerto Rico,PRI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Puerto Rico,PRI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Qatar,QAT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.15,1.254,1.358,1.462,1.566,1.67,1.674,1.678,1.682,1.686,1.69,1.676,1.662,1.648,1.634,1.62,1.61,1.6,1.59,..
Qatar,QAT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,13.5,13.4,13.3,13.2,13.1,13,12.92,12.84,12.76,12.68,12.6,12.52,12.44,12.36,12.28,12.2,12.13333333,12.06666667,12,12
Romania,ROU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,17.45,17.128,16.806,16.484,16.162,15.84,15.466,15.092,14.718,14.344,13.97,13.504,13.038,12.572,12.106,11.64,11.67333333,11.70666667,11.74,..
Romania,ROU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35,34.64,34.28,33.92,33.56,33.2,32.84,32.48,32.12,31.76,31.4,31.06,30.72,30.38,30.04,29.7,29.26666667,28.83333333,28.4,28.4
Russian Federation,RUS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,15.73,16.056,16.382,16.708,17.034,17.36,17.062,16.764,16.466,16.168,15.87,15.19,14.51,13.83,13.15,12.47,12.04333333,11.61666667,11.19,..
Russian Federation,RUS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,33.3,32.9,32.5,32.1,31.7,31.3,31,30.7,30.4,30.1,29.8,29.5,29.2,28.9,28.6,28.3,27.9,27.5,27.1,27.1
Rwanda,RWA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,13.73,13.584,13.438,13.292,13.146,13,12.454,11.908,11.362,10.816,10.27,10.068,9.866,9.664,9.462,9.26,9.156666667,9.053333333,8.95,..
Rwanda,RWA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24.8,24.1,23.4,22.7,22,21.3,20.74,20.18,19.62,19.06,18.5,17.98,17.46,16.94,16.42,15.9,15.3,14.7,14.1,14.1
Samoa,WSM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.79,3.872,3.954,4.036,4.118,4.2,3.954,3.708,3.462,3.216,2.97,2.894,2.818,2.742,2.666,2.59,2.613333333,2.636666667,2.66,..
Samoa,WSM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,39,38.2,37.4,36.6,35.8,35,34.28,33.56,32.84,32.12,31.4,30.74,30.08,29.42,28.76,28.1,27.36666667,26.63333333,25.9,25.9
Sao Tome and Principe,STP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.2,8.304,8.408,8.512,8.616,8.72,8.644,8.568,8.492,8.416,8.34,8.11,7.88,7.65,7.42,7.19,6.753333333,6.316666667,5.88,..
Sao Tome and Principe,STP,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,7.8,7.68,7.56,7.44,7.32,7.2,7.08,6.96,6.84,6.72,6.6,6.52,6.44,6.36,6.28,6.2,6.066666667,5.933333333,5.8,5.8
Saudi Arabia,SAU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.18,0.178,0.176,0.174,0.172,0.17,0.17,0.17,0.17,0.17,0.17,0.176,0.182,0.188,0.194,0.2,0.196666667,0.193333333,0.19,..
Saudi Arabia,SAU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2
Senegal,SEN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.96,0.938,0.916,0.894,0.872,0.85,0.8,0.75,0.7,0.65,0.6,0.626,0.652,0.678,0.704,0.73,0.74,0.75,0.76,..
Senegal,SEN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,14.3,13.82,13.34,12.86,12.38,11.9,11.5,11.1,10.7,10.3,9.9,9.58,9.26,8.94,8.62,8.3,7.9,7.5,7.1,7.1
Serbia,SRB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,11.69,11.092,10.494,9.896,9.298,8.7,8.716666667,8.733333333,8.75,..
Serbia,SRB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,45.1,44.82,44.54,44.26,43.98,43.7,43.42,43.14,42.86,42.58,42.3,42.02,41.74,41.46,41.18,40.9,40.63333333,40.36666667,40.1,40.1
Sierra Leone,SLE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.8,5.754,5.708,5.662,5.616,5.57,5.622,5.674,5.726,5.778,5.83,5.79,5.75,5.71,5.67,5.63,5.653333333,5.676666667,5.7,..
